
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.4457, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3787, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6085, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4717, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5595, device='cuda:0', grad_fn=<NllLossBackward0>)

 29%|████████████████████████████████████████                                                                                                | 40/136 [00:03<00:08, 10.90it/s]
loss:  tensor(0.5656, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4882, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4173, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6469, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3802, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5390, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4718, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4088, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5059, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3953, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5150, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4650, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4469, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6339, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3751, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3373, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2975, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6269, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3447, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2872, device='cuda:0', grad_fn=<NllLossBackward0>)

 43%|██████████████████████████████████████████████████████████                                                                              | 58/136 [00:05<00:07, 10.14it/s]
loss:  tensor(0.3351, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4691, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4780, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3579, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3847, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6058, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5090, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6472, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3301, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6628, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7605, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4504, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4839, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4535, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3956, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3873, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4480, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4994, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5309, device='cuda:0', grad_fn=<NllLossBackward0>)

 59%|████████████████████████████████████████████████████████████████████████████████                                                        | 80/136 [00:07<00:05, 10.94it/s]
loss:  tensor(0.3878, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6177, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5834, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4456, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3593, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5391, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4139, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3804, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3957, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4068, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6885, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3550, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5701, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3347, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6123, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4394, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5410, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6379, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5363, device='cuda:0', grad_fn=<NllLossBackward0>)

 72%|██████████████████████████████████████████████████████████████████████████████████████████████████                                      | 98/136 [00:09<00:03,  9.85it/s]
loss:  tensor(0.5888, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4835, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4043, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4320, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3984, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3795, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5419, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4115, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3635, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4661, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5116, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3465, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5276, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4988, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3966, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3462, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8029, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4194, device='cuda:0', grad_fn=<NllLossBackward0>)

 87%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                 | 118/136 [00:11<00:01,  9.42it/s]
loss:  tensor(0.8086, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2883, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3865, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5003, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7329, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4113, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7324, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3721, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4116, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4583, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3502, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5137, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4920, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4283, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5541, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4326, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5114, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5056, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4003, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4143, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00, 10.05it/s]
  2%|███                                                                                                                                      | 3/136 [00:00<00:16,  7.92it/s]
loss:  tensor(0.5887, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5140, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4806, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3355, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3967, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4211, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4623, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4155, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3791, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4912, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.03011246222189103, accuracy: 0.7347126436781609
loss:  tensor(0.3509, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3846, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4256, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3893, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5421, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8460, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4061, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5045, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3036, device='cuda:0', grad_fn=<NllLossBackward0>)

 17%|███████████████████████                                                                                                                 | 23/136 [00:02<00:10, 10.88it/s]
loss:  tensor(0.2569, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6205, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3132, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3823, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3863, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5757, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2387, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4799, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3059, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4567, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6084, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4673, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3505, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3282, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3358, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3803, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9773, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4011, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0323, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5438, device='cuda:0', grad_fn=<NllLossBackward0>)

 32%|███████████████████████████████████████████                                                                                             | 43/136 [00:04<00:09, 10.08it/s]
loss:  tensor(0.2288, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3759, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4055, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4515, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6299, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2797, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4270, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3742, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4874, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4586, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6077, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6998, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3942, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7373, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4273, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4623, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4728, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3122, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4641, device='cuda:0', grad_fn=<NllLossBackward0>)

 47%|████████████████████████████████████████████████████████████████                                                                        | 64/136 [00:06<00:06, 10.44it/s]
loss:  tensor(0.4002, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4845, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4862, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5059, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5884, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6006, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5133, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4406, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6210, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4197, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3259, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4159, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4726, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4495, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3184, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8876, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3468, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3959, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3435, device='cuda:0', grad_fn=<NllLossBackward0>)

 63%|██████████████████████████████████████████████████████████████████████████████████████                                                  | 86/136 [00:08<00:04, 10.38it/s]
loss:  tensor(0.7540, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7839, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4175, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4225, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7398, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6759, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3704, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3649, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4143, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4202, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3573, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6548, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5213, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4550, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4155, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4723, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3558, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5348, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4160, device='cuda:0', grad_fn=<NllLossBackward0>)

 76%|███████████████████████████████████████████████████████████████████████████████████████████████████████▏                               | 104/136 [00:10<00:03,  8.74it/s]
loss:  tensor(0.4125, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4406, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3941, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4206, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8773, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3837, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3693, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5086, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3769, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5469, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3451, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4639, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3512, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4964, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5018, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4835, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4838, device='cuda:0', grad_fn=<NllLossBackward0>)

 91%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████            | 124/136 [00:12<00:01, 10.21it/s]
loss:  tensor(0.5014, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4119, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5313, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5488, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4493, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3518, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8881, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3313, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3524, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3571, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5583, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4642, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3610, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3645, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4194, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3464, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3614, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00,  9.88it/s]
  5%|███████                                                                                                                                  | 7/136 [00:00<00:13,  9.29it/s]
loss:  tensor(0.2382, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4208, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4459, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3422, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6406, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9855, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.029402098059654234, accuracy: 0.7627586206896552
loss:  tensor(0.3942, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3339, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5743, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5172, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3564, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4807, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5046, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3774, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3746, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4640, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7340, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4504, device='cuda:0', grad_fn=<NllLossBackward0>)

 21%|█████████████████████████████                                                                                                           | 29/136 [00:02<00:10, 10.61it/s]
loss:  tensor(0.3667, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4603, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4954, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3730, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5415, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3938, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4116, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4458, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4531, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5182, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2333, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3451, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8616, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3889, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2481, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6813, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5840, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5860, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4029, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3293, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3601, device='cuda:0', grad_fn=<NllLossBackward0>)

 37%|██████████████████████████████████████████████████                                                                                      | 50/136 [00:04<00:09,  9.26it/s]
loss:  tensor(0.4032, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7320, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6999, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2832, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3845, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3326, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4067, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4851, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5601, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4012, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4228, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3583, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3903, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6607, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4092, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3786, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5106, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4185, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3109, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5408, device='cuda:0', grad_fn=<NllLossBackward0>)

 50%|████████████████████████████████████████████████████████████████████                                                                    | 68/136 [00:06<00:06, 10.06it/s]
loss:  tensor(0.3695, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4248, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5119, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3776, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3045, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5099, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3830, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3211, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7693, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3399, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3983, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4884, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4879, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4659, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4569, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3825, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3789, device='cuda:0', grad_fn=<NllLossBackward0>)

 66%|██████████████████████████████████████████████████████████████████████████████████████████                                              | 90/136 [00:08<00:04,  9.65it/s]
loss:  tensor(0.4453, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9531, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3802, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4367, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8471, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4859, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5768, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4958, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5720, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5215, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6411, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5369, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5485, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5120, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4199, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5209, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4111, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3432, device='cuda:0', grad_fn=<NllLossBackward0>)
